UR #	ILLOC	SR	
23795	Q  	Aux S Never Verb O1 P O3                          	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1"(PP"P""O3")))))))))        611	
23796	Q  	Aux S Never Verb O1                               	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1"))))))))        611	
23797	Q  	Aux S Never Verb P O3 Adv                         	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")(PP"P""O3")"Adv"))))))))        611	
23798	Q  	Aux S Never Verb P O3                             	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")(PP"P""O3")))))))))        611	
23799	Q  	Aux S Never Verb                                  	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")))))))))        611	
23800	Q  	Aux S Not Verb Adv                                	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"Adv"))))))))        611	
23801	Q  	Aux S Not Verb O1 Adv                             	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1""Adv"))))))))        611	
23802	Q  	Aux S Not Verb O1 O2 Adv                          	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1""O2""Adv"))))))))        611	
23803	Q  	Aux S Not Verb O1 O2 P O3 Adv                     	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1""O2"(PP"P""O3")"Adv"))))))))        611	
23804	Q  	Aux S Not Verb O1 O2 P O3                         	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1""O2"(PP"P""O3")))))))))        611	
23805	Q  	Aux S Not Verb O1 O2                              	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1""O2"))))))))        611	
23806	Q  	Aux S Not Verb O1 P O3 Adv                        	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1"(PP"P""O3")"Adv"))))))))        611	
23807	Q  	Aux S Not Verb O1 P O3                            	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1"(PP"P""O3")))))))))        611	
23808	Q  	Aux S Not Verb O1                                 	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1"))))))))        611	
23809	Q  	Aux S Not Verb P O3 Adv                           	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")(PP"P""O3")"Adv"))))))))        611	
23810	Q  	Aux S Not Verb P O3                               	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")(PP"P""O3")))))))))        611	
23811	Q  	Aux S Not Verb                                    	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")))))))))        611	
23812	Q  	Aux S Verb Adv                                    	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP(Vbar(V"Verb")"Adv"))))))        611	
23813	Q  	Aux S Verb O1 Adv                                 	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP(Vbar(V"Verb")"O1""Adv"))))))        611	
23814	Q  	Aux S Verb O1 O2 Adv                              	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP(Vbar(V"Verb")"O1""O2""Adv"))))))        611	
23815	Q  	Aux S Verb O1 O2 P O3 Adv                         	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP(Vbar(V"Verb")"O1""O2"(PP"P""O3")"Adv"))))))        611	
23816	Q  	Aux S Verb O1 O2 P O3                             	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP(Vbar(V"Verb")"O1""O2"(PP"P""O3")))))))        611	
23817	Q  	Aux S Verb O1 O2                                  	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP(Vbar(V"Verb")"O1""O2"))))))        611	
23818	Q  	Aux S Verb O1 P O3 Adv                            	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP(Vbar(V"Verb")"O1"(PP"P""O3")"Adv"))))))        611	
23819	Q  	Aux S Verb O1 P O3                                	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP(Vbar(V"Verb")"O1"(PP"P""O3")))))))        611	
23820	Q  	Aux S Verb O1                                     	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP(Vbar(V"Verb")"O1"))))))        611	
23821	Q  	Aux S Verb P O3 Adv                               	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP(Vbar(V"Verb")(PP"P""O3")"Adv"))))))        611	
23822	Q  	Aux S Verb P O3                                   	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP(Vbar(V"Verb")(PP"P""O3")))))))        611	
23823	Q  	Aux S Verb                                        	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP(Vbar(V"Verb")))))))        611	
34868	Q  	Adv[+WH] Aux S Never Verb                         	(CP[ILLOC Q][+FIN][+WH]"Adv[+TOPIC][+WH]"(Cbar[ILLOC Q][+FIN][SLASH Adv](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Adv][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Adv][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[SLASH Adv]"Never"(Negbar[SLASH Adv](VP[SLASH Adv](Vbar[SLASH Adv](V"Verb")"Adv[+NULL][SLASH Adv]"))))))))        611	
34869	Q  	Adv[+WH] Aux S Never Verb O1                      	(CP[ILLOC Q][+FIN][+WH]"Adv[+TOPIC][+WH]"(Cbar[ILLOC Q][+FIN][SLASH Adv](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Adv][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Adv][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[SLASH Adv]"Never"(Negbar[SLASH Adv](VP[SLASH Adv](Vbar[SLASH Adv](V"Verb")"O1""Adv[+NULL][SLASH Adv]"))))))))        611	
34870	Q  	Adv[+WH] Aux S Never Verb O1 O2                   	(CP[ILLOC Q][+FIN][+WH]"Adv[+TOPIC][+WH]"(Cbar[ILLOC Q][+FIN][SLASH Adv](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Adv][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Adv][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[SLASH Adv]"Never"(Negbar[SLASH Adv](VP[SLASH Adv](Vbar[SLASH Adv](V"Verb")"O1""O2""Adv[+NULL][SLASH Adv]"))))))))        611	
34871	Q  	Adv[+WH] Aux S Never Verb O1 O2 P O3              	(CP[ILLOC Q][+FIN][+WH]"Adv[+TOPIC][+WH]"(Cbar[ILLOC Q][+FIN][SLASH Adv](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Adv][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Adv][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[SLASH Adv]"Never"(Negbar[SLASH Adv](VP[SLASH Adv](Vbar[SLASH Adv](V"Verb")"O1""O2"(PP"P""O3")"Adv[+NULL][SLASH Adv]"))))))))        611	
34872	Q  	Adv[+WH] Aux S Never Verb O1 P O3                 	(CP[ILLOC Q][+FIN][+WH]"Adv[+TOPIC][+WH]"(Cbar[ILLOC Q][+FIN][SLASH Adv](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Adv][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Adv][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[SLASH Adv]"Never"(Negbar[SLASH Adv](VP[SLASH Adv](Vbar[SLASH Adv](V"Verb")"O1"(PP"P""O3")"Adv[+NULL][SLASH Adv]"))))))))        611	
34873	Q  	Adv[+WH] Aux S Never Verb P O3                    	(CP[ILLOC Q][+FIN][+WH]"Adv[+TOPIC][+WH]"(Cbar[ILLOC Q][+FIN][SLASH Adv](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Adv][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Adv][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[SLASH Adv]"Never"(Negbar[SLASH Adv](VP[SLASH Adv](Vbar[SLASH Adv](V"Verb")(PP"P""O3")"Adv[+NULL][SLASH Adv]"))))))))        611	
34874	Q  	Adv[+WH] Aux S Not Verb                           	(CP[ILLOC Q][+FIN][+WH]"Adv[+TOPIC][+WH]"(Cbar[ILLOC Q][+FIN][SLASH Adv](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Adv][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Adv][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[SLASH Adv](NegBar[SLASH Adv](Neg"Not")(VP[SLASH Adv](Vbar[SLASH Adv](V"Verb")"Adv[+NULL][SLASH Adv]"))))))))        611	
34875	Q  	Adv[+WH] Aux S Not Verb O1                        	(CP[ILLOC Q][+FIN][+WH]"Adv[+TOPIC][+WH]"(Cbar[ILLOC Q][+FIN][SLASH Adv](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Adv][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Adv][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[SLASH Adv](NegBar[SLASH Adv](Neg"Not")(VP[SLASH Adv](Vbar[SLASH Adv](V"Verb")"O1""Adv[+NULL][SLASH Adv]"))))))))        611	
34876	Q  	Adv[+WH] Aux S Not Verb O1 O2                     	(CP[ILLOC Q][+FIN][+WH]"Adv[+TOPIC][+WH]"(Cbar[ILLOC Q][+FIN][SLASH Adv](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Adv][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Adv][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[SLASH Adv](NegBar[SLASH Adv](Neg"Not")(VP[SLASH Adv](Vbar[SLASH Adv](V"Verb")"O1""O2""Adv[+NULL][SLASH Adv]"))))))))        611	
34877	Q  	Adv[+WH] Aux S Not Verb O1 O2 P O3                	(CP[ILLOC Q][+FIN][+WH]"Adv[+TOPIC][+WH]"(Cbar[ILLOC Q][+FIN][SLASH Adv](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Adv][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Adv][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[SLASH Adv](NegBar[SLASH Adv](Neg"Not")(VP[SLASH Adv](Vbar[SLASH Adv](V"Verb")"O1""O2"(PP"P""O3")"Adv[+NULL][SLASH Adv]"))))))))        611	
34878	Q  	Adv[+WH] Aux S Not Verb O1 P O3                   	(CP[ILLOC Q][+FIN][+WH]"Adv[+TOPIC][+WH]"(Cbar[ILLOC Q][+FIN][SLASH Adv](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Adv][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Adv][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[SLASH Adv](NegBar[SLASH Adv](Neg"Not")(VP[SLASH Adv](Vbar[SLASH Adv](V"Verb")"O1"(PP"P""O3")"Adv[+NULL][SLASH Adv]"))))))))        611	
34879	Q  	Adv[+WH] Aux S Not Verb P O3                      	(CP[ILLOC Q][+FIN][+WH]"Adv[+TOPIC][+WH]"(Cbar[ILLOC Q][+FIN][SLASH Adv](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Adv][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Adv][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[SLASH Adv](NegBar[SLASH Adv](Neg"Not")(VP[SLASH Adv](Vbar[SLASH Adv](V"Verb")(PP"P""O3")"Adv[+NULL][SLASH Adv]"))))))))        611	
34880	Q  	Adv[+WH] Aux S Verb                               	(CP[ILLOC Q][+FIN][+WH]"Adv[+TOPIC][+WH]"(Cbar[ILLOC Q][+FIN][SLASH Adv](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Adv][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Adv][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP[SLASH Adv](Vbar[SLASH Adv](V"Verb")"Adv[+NULL][SLASH Adv]"))))))        611	
34881	Q  	Adv[+WH] Aux S Verb O1                            	(CP[ILLOC Q][+FIN][+WH]"Adv[+TOPIC][+WH]"(Cbar[ILLOC Q][+FIN][SLASH Adv](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Adv][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Adv][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP[SLASH Adv](Vbar[SLASH Adv](V"Verb")"O1""Adv[+NULL][SLASH Adv]"))))))        611	
34882	Q  	Adv[+WH] Aux S Verb O1 O2                         	(CP[ILLOC Q][+FIN][+WH]"Adv[+TOPIC][+WH]"(Cbar[ILLOC Q][+FIN][SLASH Adv](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Adv][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Adv][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP[SLASH Adv](Vbar[SLASH Adv](V"Verb")"O1""O2""Adv[+NULL][SLASH Adv]"))))))        611	
34883	Q  	Adv[+WH] Aux S Verb O1 O2 P O3                    	(CP[ILLOC Q][+FIN][+WH]"Adv[+TOPIC][+WH]"(Cbar[ILLOC Q][+FIN][SLASH Adv](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Adv][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Adv][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP[SLASH Adv](Vbar[SLASH Adv](V"Verb")"O1""O2"(PP"P""O3")"Adv[+NULL][SLASH Adv]"))))))        611	
34884	Q  	Adv[+WH] Aux S Verb O1 P O3                       	(CP[ILLOC Q][+FIN][+WH]"Adv[+TOPIC][+WH]"(Cbar[ILLOC Q][+FIN][SLASH Adv](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Adv][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Adv][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP[SLASH Adv](Vbar[SLASH Adv](V"Verb")"O1"(PP"P""O3")"Adv[+NULL][SLASH Adv]"))))))        611	
34885	Q  	Adv[+WH] Aux S Verb P O3                          	(CP[ILLOC Q][+FIN][+WH]"Adv[+TOPIC][+WH]"(Cbar[ILLOC Q][+FIN][SLASH Adv](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Adv][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Adv][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP[SLASH Adv](Vbar[SLASH Adv](V"Verb")(PP"P""O3")"Adv[+NULL][SLASH Adv]"))))))        611	
47412	Q  	O1[+WH] Aux S Never Verb Adv                      	(CP[ILLOC Q][+FIN][+WH]"O1[+TOPIC][+WH]"(Cbar[ILLOC Q][+FIN][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH O1][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[SLASH O1]"Never"(Negbar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""Adv"))))))))        611	
47413	Q  	O1[+WH] Aux S Never Verb O2 Adv                   	(CP[ILLOC Q][+FIN][+WH]"O1[+TOPIC][+WH]"(Cbar[ILLOC Q][+FIN][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH O1][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[SLASH O1]"Never"(Negbar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2""Adv"))))))))        611	
47414	Q  	O1[+WH] Aux S Never Verb O2 P O3 Adv              	(CP[ILLOC Q][+FIN][+WH]"O1[+TOPIC][+WH]"(Cbar[ILLOC Q][+FIN][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH O1][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[SLASH O1]"Never"(Negbar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2"(PP"P""O3")"Adv"))))))))        611	
47415	Q  	O1[+WH] Aux S Never Verb O2 P O3                  	(CP[ILLOC Q][+FIN][+WH]"O1[+TOPIC][+WH]"(Cbar[ILLOC Q][+FIN][SLASH O1](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH O1][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH O1][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[SLASH O1]"Never"(Negbar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1](V"Verb")"O1[+NULL][SLASH O1]""O2"(PP"P""O3")))))))))        611	
